priority,word,zh,category,filename,prompt
2,convenience store,便利商店,Places & locations,data/images/vocab/word_convenience_store.webp,"a convenience store with a sign at night, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,convenient,方便的,,data/images/vocab/word_convenient.webp,"a cartoon child using a convenient vending machine, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,conversation,對話,School,data/images/vocab/word_conversation.webp,"two cartoon children having a conversation, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,cough,咳嗽,,data/images/vocab/word_cough.webp,"a cartoon child coughing into a tissue, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,country,國家,Places & locations,data/images/vocab/word_country.webp,"a map of a country with mountains and rivers, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,couple,夫妻,People,data/images/vocab/word_couple.webp,"a happy couple holding hands, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,course,課程,,data/images/vocab/word_course.webp,"a book and a notebook on a desk for a course, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,cousin,表/堂兄弟姊妹,Family,data/images/vocab/word_cousin.webp,"a happy cartoon child with a cousin playing together, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,crab,螃蟹,,data/images/vocab/word_crab.webp,"a crab on a rock near the ocean, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,crayon,蠟筆,School,data/images/vocab/word_crayon.webp,"a box of colorful crayons on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,crowded,擠,,data/images/vocab/word_crowded.webp,"a cartoon child in a crowded street, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,culture,文化,,data/images/vocab/word_culture.webp,"a museum with ancient artifacts, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,cure,治癒,,data/images/vocab/word_cure.webp,"a doctor giving a patient medicine, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,customer,顧客,People,data/images/vocab/word_customer.webp,"a person shopping at a store, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dangerous,危險的,,data/images/vocab/word_dangerous.webp,"a cartoon child with a warning sign and a worried face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dark,黑暗的,,data/images/vocab/word_dark.webp,"a room with dark shadows and a little light, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,daughter,女兒,Family,data/images/vocab/word_daughter.webp,"a mother and a happy daughter hugging each other, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dead,死的,,data/images/vocab/word_dead.webp,"a withered tree in a dark forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dear,親愛的,,data/images/vocab/word_dear.webp,"a cartoon child with a heart and a loving face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,death,死亡,,data/images/vocab/word_death.webp,"a tombstone with flowers and a sad atmosphere, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,December,十二月,,data/images/vocab/word_december.webp,"a calendar page showing December with snowflakes, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,department store,百貨公司,Places & locations,data/images/vocab/word_department_store.webp,"a large department store with many floors, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,diary,日記,School,data/images/vocab/word_diary.webp,"a girl writing in her diary at a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dictionary,字典,School,data/images/vocab/word_dictionary.webp,"an open dictionary on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,diet,飲食,,data/images/vocab/word_diet.webp,"a person eating a healthy salad, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,different,不同的,,data/images/vocab/word_different.webp,"a variety of different colored balls, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,difficult,難的,,data/images/vocab/word_difficult.webp,"a cartoon child looking difficult with a puzzled face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dirty,骯髒的,,data/images/vocab/word_dirty.webp,"a cartoon child with a dirty face and hands, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,dizzy,暈眩的,Health,data/images/vocab/word_dizzy.webp,"a cartoon child with a dizzy expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,double,雙倍的,,data/images/vocab/word_double.webp,"two identical ice cream cones side by side, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,downtown,市中心,Places & locations,data/images/vocab/word_downtown.webp,"a busy downtown street with tall buildings, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,draw,畫,School,data/images/vocab/word_draw.webp,"a cartoon child drawing with crayons, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,drugstore,藥局,Places & locations,data/images/vocab/word_drugstore.webp,"a small drugstore with a sign and shelves, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,east,東方,Places & locations,data/images/vocab/word_east.webp,"a compass with the east direction marked, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,easy,簡單的,,data/images/vocab/word_easy.webp,"a cartoon child smiling with an easy expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,elder,長老,Family,data/images/vocab/word_elder.webp,"a wise elder sitting in an armchair, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,electric,電的,,data/images/vocab/word_electric.webp,"an electric car charging on the street, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,elementary school,小學,School,data/images/vocab/word_elementary_school.webp,"a small elementary school building with a playground, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,else,別的,,data/images/vocab/word_else.webp,"a cartoon child looking at something else with curiosity, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,empty,空的,,data/images/vocab/word_empty.webp,"an empty glass on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,English,英語,School,data/images/vocab/word_english.webp,"an english language book on a shelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,envelope,信封,School,data/images/vocab/word_envelope.webp,"a white envelope with a stamp on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,equal,平等的,,data/images/vocab/word_equal.webp,"a balance scale with equal weights on both sides, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,eraser,橡皮,School,data/images/vocab/word_eraser.webp,"a pink eraser on a pencil case, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,even,甚至,,data/images/vocab/word_even.webp,"a balance scale with even weights on both sides, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ever,曾經,,data/images/vocab/word_ever.webp,"a cartoon child with an ever excited expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,exam,考試,School,data/images/vocab/word_exam.webp,"a student taking an exam in a classroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,example,例子,School,data/images/vocab/word_example.webp,"a book with many examples on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,excellent,出色的,,data/images/vocab/word_excellent.webp,"a cartoon child with a big smile and a thumbs up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,explain,解釋,School,data/images/vocab/word_explain.webp,"a cartoon child explaining something to friends with gestures, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,face,臉,Parts of body,data/images/vocab/word_face.webp,"a smiling face with bright eyes and rosy cheeks, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,factory,工廠,Places & locations,data/images/vocab/word_factory.webp,"a large factory building with smokestacks and machines, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fail,失敗,School,data/images/vocab/word_fail.webp,"a cartoon child looking sad with a failed test paper, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fair,公平的,,data/images/vocab/word_fair.webp,"a judge holding a fair scale in a courtroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,false,錯誤的,,data/images/vocab/word_false.webp,"a red cross over a false statement on a paper, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fancy,想要,,data/images/vocab/word_fancy.webp,"a cartoon child looking at a fancy dress in a store, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fantastic,極佳的,,data/images/vocab/word_fantastic.webp,"a fantastic fireworks display in the night sky, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,farm,農場,Places & locations,data/images/vocab/word_farm.webp,"a green farm with cows and a red barn, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fashionable,時髦,,data/images/vocab/word_fashionable.webp,"a fashionable woman walking down a catwalk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fast,快速地,,data/images/vocab/word_fast.webp,"a speeding car on a highway with motion blur, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,favorite,最喜歡的,,data/images/vocab/word_favorite.webp,"a cartoon child hugging a favorite stuffed animal, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,female,女性,,data/images/vocab/word_female.webp,"a female doctor helping a patient in a hospital, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fever,發燒,Health,data/images/vocab/word_fever.webp,"a thermometer showing a high temperature with a sick child in bed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,final,最終的,School,data/images/vocab/word_final.webp,"a final exam paper on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fine,美好的,,data/images/vocab/word_fine.webp,"a sunny day with a clear blue sky and fluffy white clouds, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,finger,手指,Parts of body,data/images/vocab/word_finger.webp,"a finger on a small hand, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,first,第一的,,data/images/vocab/word_first.webp,"a gold medal with the number one, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,flu,流感,Health,data/images/vocab/word_flu.webp,"a person in bed with a box of tissues, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fog,多霧路段,,data/images/vocab/word_fog.webp,"a road with thick fog in the morning, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fool,傻子,People,data/images/vocab/word_fool.webp,"a cartoon child with a silly hat, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,foreign,外國的,,data/images/vocab/word_foreign.webp,"a map of a country with a flag, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,formal,正式的,,data/images/vocab/word_formal.webp,"a person in a formal suit and tie, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,former,以前的,,data/images/vocab/word_former.webp,"an old photograph of a former president, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,forward,向前,Places & locations,data/images/vocab/word_forward.webp,"a forward arrow sign on a street, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,free,自由的,,data/images/vocab/word_free.webp,"a bird flying out of a cage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,fresh,新鮮的,,data/images/vocab/word_fresh.webp,"a basket of fresh green vegetables, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,front,正面,Places & locations,data/images/vocab/word_front.webp,"a front door of a house with a porch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,furniture,家具,,data/images/vocab/word_furniture.webp,"a brown wooden chair in a living room, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,general,一般的,,data/images/vocab/word_general.webp,"a general in a military uniform standing on a stage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,genius,天才,People,data/images/vocab/word_genius.webp,"a man with a thought bubble and a lightbulb turning on, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,gentleman,紳士,People,data/images/vocab/word_gentleman.webp,"a well-dressed gentleman holding a hat, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,geography,地理,School,data/images/vocab/word_geography.webp,"a world map on a wall with a pointer, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,giant,巨大的,People,data/images/vocab/word_giant.webp,"a giant man standing among skyscrapers, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,glad,高興的,,data/images/vocab/word_glad.webp,"a cartoon child smiling with arms up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,glasses,眼鏡,School,data/images/vocab/word_glasses.webp,"a pair of glasses on a bookshelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,glue,膠水,School,data/images/vocab/word_glue.webp,"a bottle of glue on a desk with paper scraps, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,golden,金的,Colors,data/images/vocab/word_golden.webp,"a golden trophy on a pedestal, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,grade,年級,School,data/images/vocab/word_grade.webp,"a report card with a good grade on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,granddaughter,孫女,Family,data/images/vocab/word_granddaughter.webp,"a little girl hugging her grandmother, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,grandfather (grandpa),祖父,Family,data/images/vocab/word_grandfather.webp,"an old grandfather reading a book to a child, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,grandmother (grandma),祖母,Family,data/images/vocab/word_grandmother.webp,"a grandmother baking cookies in a kitchen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,grandson,孫子,Family,data/images/vocab/word_grandson.webp,"a little boy playing with his grandfather, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,gray,灰色的,Colors,data/images/vocab/word_gray.webp,"a gray rock on a gray background, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,great,偉大的,,data/images/vocab/word_great.webp,"a great big smile on a cartoon child's face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,grow,生長,Family,data/images/vocab/word_grow.webp,"a cartoon child growing a small plant in a pot, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,guard,警衛,School,data/images/vocab/word_guard.webp,"a security guard standing in front of a school, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,guest,客人,People,data/images/vocab/word_guest.webp,"a smiling guest holding a gift at a party, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,guy,傢伙,People,data/images/vocab/word_guy.webp,"a happy guy playing a guitar outside, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,gym,健身房,School,data/images/vocab/word_gym.webp,"a big gym with exercise equipment and balls, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hard,難的,,data/images/vocab/word_hard.webp,"a hard rock on a sandy beach, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,head,頭,Parts of body,data/images/vocab/word_head.webp,"a cartoon child touching their head, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,headache,頭痛,Health,data/images/vocab/word_headache.webp,"a cartoon child holding their head in pain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,health,健康,Health,data/images/vocab/word_health.webp,"a green apple and a fitness tracker on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,healthy,健康,Health,data/images/vocab/word_healthy.webp,"a happy cartoon child eating a salad, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,helpful,有幫助的,,data/images/vocab/word_helpful.webp,"a cartoon child helping another child carry a bag, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,here,這裡,Places & locations,data/images/vocab/word_here.webp,"a red pin on a map with a sign saying here, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hero,英雄,People,data/images/vocab/word_hero.webp,"a smiling hero with a cape, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hike,遠足,,data/images/vocab/word_hike.webp,"a cartoon child hiking on a mountain trail, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hip,時髦的,Parts of body,data/images/vocab/word_hip.webp,"a person with a trendy hip outfit, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,history,歷史,School,data/images/vocab/word_history.webp,"an old book with a clock and a globe, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hobby,嗜好,,data/images/vocab/word_hobby.webp,"a person painting a picture in an art studio, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,home,家,,data/images/vocab/word_home.webp,"a cozy house with a garden and a white picket fence, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,homesick,想家,,data/images/vocab/word_homesick.webp,"a sad child missing home, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,homework,家庭作業,School,data/images/vocab/word_homework.webp,"a child sitting at a desk with books and pencils, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,horrible,可怕,,data/images/vocab/word_horrible.webp,"a scary monster with sharp teeth, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hospital,醫院,Places & locations,data/images/vocab/word_hospital.webp,"a big hospital building with an ambulance outside, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,host,主持人,People,data/images/vocab/word_host.webp,"a friendly host welcoming guests, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hotel,飯店,Places & locations,data/images/vocab/word_hotel.webp,"a tall hotel building with a sign and a doorman, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,hungry,飢餓的,,data/images/vocab/word_hungry.webp,"a cartoon child with a hungry expression and an empty plate, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,husband,丈夫,Family,data/images/vocab/word_husband.webp,"a man holding hands with his wife and smiling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ignore,忽略,,data/images/vocab/word_ignore.webp,"a cartoon child ignoring a ringing phone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ill,患病的,Health,data/images/vocab/word_ill.webp,"a person lying in bed with a thermometer, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,important,重要的,,data/images/vocab/word_important.webp,"a cartoon child with a confident and proud face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,impossible,不可能的,,data/images/vocab/word_impossible.webp,"a puzzle with missing pieces and a confused face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,improve,提升,,data/images/vocab/word_improve.webp,"a cartoon child improving a painting with new colors, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,include,包括,,data/images/vocab/word_include.webp,"a diverse group of friends including people with different abilities, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,increase,增加,,data/images/vocab/word_increase.webp,"a graph showing an increase in sales with an arrow pointing up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,independent,獨立的,,data/images/vocab/word_independent.webp,"a person standing alone on a mountain with a confident expression, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,indicate,表明,,data/images/vocab/word_indicate.webp,"a cartoon child indicating a direction with a pointing finger, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,ink,墨水,School,data/images/vocab/word_ink.webp,"a bottle of blue ink on a desk with a pen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,insect,昆蟲,,data/images/vocab/word_insect.webp,"a small colorful insect on a green leaf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,insist,堅持,,data/images/vocab/word_insist.webp,"a cartoon child insisting on doing something with a determined face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,instant,立即的,,data/images/vocab/word_instant.webp,"a clock showing an instant moment, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,interesting,有趣的,,data/images/vocab/word_interesting.webp,"a cartoon child reading an interesting book with a surprised face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,international,國際的,Places & locations,data/images/vocab/word_international.webp,"an international airport with flags, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,interrupt,打斷,,data/images/vocab/word_interrupt.webp,"a cartoon child interrupting a conversation, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,introduce,介紹,,data/images/vocab/word_introduce.webp,"a cartoon child introducing a friend, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,invent,發明,,data/images/vocab/word_invent.webp,"a cartoon child inventing a new gadget, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,invite,邀請,,data/images/vocab/word_invite.webp,"a cartoon child inviting friends to a party with a smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,iron,鐵,,data/images/vocab/word_iron.webp,"a hot iron on an ironing board, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,jog,慢跑,,data/images/vocab/word_jog.webp,"a cartoon child jogging in a park with a happy face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,join,加入,,data/images/vocab/word_join.webp,"a cartoon child joining hands with friends in a circle, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,just,只是,,data/images/vocab/word_just.webp,"a cartoon child with a simple and contented face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,keep,保持,,data/images/vocab/word_keep.webp,"a cartoon child keeping a secret with a finger on lips, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,kid,孩子,People,data/images/vocab/word_kid.webp,"a happy kid playing with toys on the floor, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,kindergarten,幼稚園,School,data/images/vocab/word_kindergarten.webp,"a kindergarten classroom with blocks and toys, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,king,國王,People,data/images/vocab/word_king.webp,"a king sitting on a throne with a crown, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,knee,膝蓋,Parts of body,data/images/vocab/word_knee.webp,"a person touching their knee, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,knowledge,知識,School,data/images/vocab/word_knowledge.webp,"a bookshelf filled with books and a globe, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lady,女士,People,data/images/vocab/word_lady.webp,"a smiling lady wearing a hat, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,language,語言,School,data/images/vocab/word_language.webp,"a person speaking with a speech bubble, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,latest,最新的,,data/images/vocab/word_latest.webp,"a person holding a newspaper with a latest news headline, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,latter,後者,,data/images/vocab/word_latter.webp,"a person choosing the latter option on a multiple choice test, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,law,法律,School,data/images/vocab/word_law.webp,"a judge standing in front of a law bookshelf, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lead,帶領,,data/images/vocab/word_lead.webp,"a person leading a group of people, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,learn,學習,School,data/images/vocab/word_learn.webp,"a student sitting at a desk with books, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,least,至少,,data/images/vocab/word_least.webp,"a small number one on a scoreboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,left,左邊,Places & locations,data/images/vocab/word_left.webp,"a sign pointing to the left direction, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,leg,腿,Parts of body,data/images/vocab/word_leg.webp,"a person lifting their leg to exercise, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lesson,課,School,data/images/vocab/word_lesson.webp,"a teacher writing on a blackboard in an empty classroom, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,let,讓,,data/images/vocab/word_let.webp,"a cartoon child letting go of a balloon, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,letter,信,School,data/images/vocab/word_letter.webp,"an envelope with a letter inside on a desk, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,library,圖書館,School,data/images/vocab/word_library.webp,"a large library with rows of bookshelves, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lie,說謊,,data/images/vocab/word_lie.webp,"a cartoon child telling a lie with a guilty face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,life,生活,Health,data/images/vocab/word_life.webp,"a family having a picnic in a park, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,likely,可能,,data/images/vocab/word_likely.webp,"a person thinking about a likely outcome, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,limit,限制,,data/images/vocab/word_limit.webp,"a speed limit sign on the side of a road, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lip,唇,Parts of body,data/images/vocab/word_lip.webp,"a pair of lips smiling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,listen,聽,School,data/images/vocab/word_listen.webp,"a cartoon child listening to music with headphones, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,live,居住,Family,data/images/vocab/word_live.webp,"a family living in a cozy house, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,local,當地的,,data/images/vocab/word_local.webp,"a local map with a red pin marking a location, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lose,失去,,data/images/vocab/word_lose.webp,"a cartoon child losing a game with a sad face, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,loud,大聲,,data/images/vocab/word_loud.webp,"a cartoon child shouting loudly, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,lucky,幸運的,,data/images/vocab/word_lucky.webp,"a cartoon child with a lucky smile holding a four-leaf clover, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,magazine,雜誌,School,data/images/vocab/word_magazine.webp,"a person reading a magazine on a couch, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,magic,魔法,,data/images/vocab/word_magic.webp,"a wand with sparkling stars and a moon, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,main,主要的,,data/images/vocab/word_main.webp,"a cartoon child pointing to a main road sign, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,major,主要的,,data/images/vocab/word_major.webp,"a major key on a piano keyboard, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,male,男性,People,data/images/vocab/word_male.webp,"a male portrait with a smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,mall,購物中心,Places & locations,data/images/vocab/word_mall.webp,"a large shopping mall with a fountain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,man,男人,People,data/images/vocab/word_man.webp,"a smiling man wearing a suit and tie, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,map,地圖,School,data/images/vocab/word_map.webp,"a world map on a classroom wall, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
